P		H	
0.001		-26.64683625
2		-26.60000875
4		-26.553536875
6		-26.506668125
8		-26.460141875
10		-26.414585625
20		-26.184338125
40		-25.730165625
60		-25.287645625
80		-24.8522225
100		-24.424231875
120		-24.005818125
140		-23.591315625
160		-23.189594375
180		-22.783659375
200		-22.386760625
220		-21.995533125
240		-21.60882875
260		-21.22625125
280		-20.847084375
300		-20.473375
320		-20.103159375
340		-19.737260625
360		-19.373175625
380		-19.011511875
400		-18.654879375

